"cluster_id","cluster_name","district_id","district_name","block_id","block_name","geo_cluster_id","geo_cluster_name","school_id","school_name","total_allocated","students_reviewed","gujarati_udayman","gujarati_pragatishil","gujarati_nipun","maths_udayman","maths_pragatishil","maths_nipun"
"2407120001",ADARSH PRI.SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120001",ADARSH PRI.SCHOOL,"24070609710",VASTRAL PRI.SCHOOL,489,60,9,38,13,10,38,12
"2407120002",AMBALI PRIMARY SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120002",AMBALI PRIMARY SCHOOL,"24070600101",AMBALI PRIMARY SCHOOL,436,60,15,19,26,11,23,26
"2407120003",AMBIKA HINDI SCHOOL NO-1,"2407",AHMEDABAD,"240712",AMC,"2407120003",AMBIKA HINDI SCHOOL NO-1,"24071203509",G.I.D.C. ODHAV HINDI SCHOOL NO - 1,671,1,0,1,0,0,0,1
"2407120004",AMRAIWADI-16,"2407",AHMEDABAD,"240712",AMC,"2407120004",AMRAIWADI-16,"24071204103",AMRAIWADI-14,337,60,9,28,23,9,25,26
"2407120005",AMRAIWADI GUJ-7,"2407",AHMEDABAD,"240712",AMC,"2407120005",AMRAIWADI GUJ-7,"24071203204",AMRAIWADI - 6,345,59,6,17,36,5,17,37
"2407120008",AMRAIWADI-H.9,"2407",AHMEDABAD,"240712",AMC,"2407120008",AMRAIWADI-H.9,"24071203610",AMRAIWADI HINDI - 1,380,0,0,0,0,0,0,0
"2407120006",AMRAIWADI HINDI-4,"2407",AHMEDABAD,"240712",AMC,"2407120006",AMRAIWADI HINDI-4,"24071203211",AMRAIWADI HINDI - 7,494,0,0,0,0,0,0,0
"2407120007",AMRAIWADI PUBLIC SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120007",AMRAIWADI PUBLIC SCHOOL,"24074100038",ADINATHNAGAR PUBLIC SCHOOL,468,0,0,0,0,0,0,0
"2407120009",ASARWA-11,"2407",AHMEDABAD,"240712",AMC,"2407120009",ASARWA-11,"24071202013",MEGHANINAGAR - 4,371,60,16,29,15,17,25,18
"2407120010",ASARWA HINDI-1,"2407",AHMEDABAD,"240712",AMC,"2407120010",ASARWA HINDI-1,"24071201819",ASARWA HINDI 8,224,0,0,0,0,0,0,0
"2407120011",ASARWA PRI SCHOOL-3,"2407",AHMEDABAD,"240712",AMC,"2407120011",ASARWA PRI SCHOOL-3,"24071201915",ASARWA - 20,435,60,30,24,6,28,26,6
"2407120012",BADRABAD PRIMARY SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120012",BADRABAD PRIMARY SCHOOL,"24070600503",BADRABAD (NARI) PRI SCHOOL,140,54,12,25,17,9,23,22
"2407120013",BAHERAMPURA-11,"2407",AHMEDABAD,"240712",AMC,"2407120013",BAHERAMPURA-11,"24071203902",BAHERAMPURA-2,404,60,12,40,8,11,34,15
"2407120014",BAHERAMPURA-13,"2407",AHMEDABAD,"240712",AMC,"2407120014",BAHERAMPURA-13,"24071204014",CHANDOLA GUJ SCH 2,863,60,23,30,7,19,33,8
"2407120015",BAHERAMPURA-17,"2407",AHMEDABAD,"240712",AMC,"2407120015",BAHERAMPURA-17,"24071203939",BAHERAMPURA SCHOOL NO. 23,633,60,6,28,26,4,23,33
"2407120016",BAPUNAGAR-16,"2407",AHMEDABAD,"240712",AMC,"2407120016",BAPUNAGAR-16,"24071202810",BAPUNAGAR - 13,409,59,9,21,29,12,20,27
"2407120017",BAPUNAGAR-5,"2407",AHMEDABAD,"240712",AMC,"2407120017",BAPUNAGAR-5,"24071202236",SARASPUR GUJ -26,497,60,6,18,36,5,20,35
"2407120018",BAPUNAGAR HINDI-8,"2407",AHMEDABAD,"240712",AMC,"2407120018",BAPUNAGAR HINDI-8,"24071202911",SARASPUR HINDI - 2,420,0,0,0,0,0,0,0
"2407120019",CHANDKHEDA PRI. SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120019",CHANDKHEDA PRI. SCHOOL,"24060201701",CHANDKHEDA PAGAR KENDRA SHALA,315,60,17,18,25,19,15,26
"2407120020",CHHARODI PRI.SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120020",CHHARODI PRI.SCHOOL,"24070603701",JAGATPUR  PRI.SCHOOL,185,57,12,24,21,10,24,23
"2407120021",DANLIMDA-1,"2407",AHMEDABAD,"240712",AMC,"2407120021",DANLIMDA-1,"24071204004",DANILIMDA-4,583,60,11,23,26,9,24,27
"2407120022",DUDHESHWAR-6,"2407",AHMEDABAD,"240712",AMC,"2407120022",DUDHESHWAR-6,"24071201701",SHAHIBAUG - 1,291,60,17,22,21,14,22,24
"2407120023",DUDHESHWAR- HINDI-1,"2407",AHMEDABAD,"240712",AMC,"2407120023",DUDHESHWAR- HINDI-1,"24071201110",NARANPURA HINDI 3,227,0,0,0,0,0,0,0
"2407120024",ELISBRIDGE SCHOOL NO-12,"2407",AHMEDABAD,"240712",AMC,"2407120024",ELISBRIDGE SCHOOL NO-12,"24071200930",ELISBRIDGE - 30,452,60,14,29,17,13,24,23
"2407120025",ELISBRIDGE SCHOOL NO-4,"2407",AHMEDABAD,"240712",AMC,"2407120025",ELISBRIDGE SCHOOL NO-4,"24071200901",ELISBRIDGE - 17,133,60,25,30,5,20,29,11
"2407120026",ELLISBRIDGE  SCHOOL NO-2,"2407",AHMEDABAD,"240712",AMC,"2407120026",ELLISBRIDGE  SCHOOL NO-2,"24071201003",ELISBRIDGE - 8,381,60,21,23,16,21,24,15
"2407120027",GHATLODIYA PRIMARY SCHOOL NO-2,"2407",AHMEDABAD,"240712",AMC,"2407120027",GHATLODIYA PRIMARY SCHOOL NO-2,"24070500117",CHANDLODIYA PRIMARY SCHOOL,731,60,13,24,23,10,25,25
"2407120028",GOTA PRI.SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120028",GOTA PRI.SCHOOL,"24070607702",GOTA HOUSING PRI.SCHOOL,515,60,7,28,25,5,28,27
"2407120029",GYASPUR PRIMARY SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120029",GYASPUR PRIMARY SCHOOL,"24070500901",PIPLAJ PRIMARY SCHOOL,455,60,15,25,20,10,27,23
"2407120030",HANSOL GUJ SH NO-1,"2407",AHMEDABAD,"240712",AMC,"2407120030",HANSOL GUJ SH NO-1,"24071202402",HANSOL  GUJ SH NO-2,467,60,0,19,41,0,20,40
"2407120031",ISHANPUR PUBLIC SCHOOL-1,"2407",AHMEDABAD,"240712",AMC,"2407120031",ISHANPUR PUBLIC SCHOOL-1,"24071205518",ISHANPUR PUBLIC SCHOOL NO. 2,1852,60,40,15,5,37,19,4
"2407120032",JAHANGIRPURA GUJ-1,"2407",AHMEDABAD,"240712",AMC,"2407120032",JAHANGIRPURA GUJ-1,"24071201807",JAHANGIRPURA GUJ - 1,252,60,18,28,14,15,32,13
"2407120033",JAMALPUR PRIMARY SCHOOL-4,"2407",AHMEDABAD,"240712",AMC,"2407120033",JAMALPUR PRIMARY SCHOOL-4,"24071200509",BAHERAMPURA-5,132,60,32,27,1,28,32,0
"2407120034",JAMALPUR URDU-4,"2407",AHMEDABAD,"240712",AMC,"2407120034",JAMALPUR URDU-4,"24071203921",BAHERAMPURA URDU-6,224,0,0,0,0,0,0,0
"2407120035",JASODANAGAR GUJARATI-1,"2407",AHMEDABAD,"240712",AMC,"2407120035",JASODANAGAR GUJARATI-1,"24071204202",JASODANAGAR GUJARTI-2,571,60,12,21,27,12,23,25
"2407120036",JODHPUR PRIMARY SCHOOL-2,"2407",AHMEDABAD,"240712",AMC,"2407120036",JODHPUR PRIMARY SCHOOL-2,"24070500410",JODHPUR PRIMARY SCHOOL - 1,374,60,24,30,6,27,28,5
"2407120037",KALI PRIMARY SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120037",KALI PRIMARY SCHOOL,"24070608716",KALI PRIMARY SCHOOL,219,60,18,26,16,20,22,18
"2407120038",KANKARIYA-6,"2407",AHMEDABAD,"240712",AMC,"2407120038",KANKARIYA-6,"24071203804",KANKARIYA-6,502,60,15,33,12,14,35,11
"2407120039",KARSANNAGAR GUJ-1,"2407",AHMEDABAD,"240712",AMC,"2407120039",KARSANNAGAR GUJ-1,"24071203505",KARSANNAGAR GUJ - 2,540,60,13,24,23,15,26,19
"2407120040",KESHAVNAGAR-1,"2407",AHMEDABAD,"240712",AMC,"2407120040",KESHAVNAGAR-1,"24071201607",KESHAVNAGAR - 1,255,60,2,15,43,2,17,41
"2407120041",KHADIYA-2,"2407",AHMEDABAD,"240712",AMC,"2407120041",KHADIYA-2,"24071200213",KALUPUR-17,161,60,33,26,1,28,24,8
"2407120042",KHOKHARA GUJ-12,"2407",AHMEDABAD,"240712",AMC,"2407120042",KHOKHARA GUJ-12,"24071203799",INDRAPURI PUBLIC SCHOOL,384,60,34,23,3,30,26,4
"2407120043",KHOKHRA PUBLIC SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120043",KHOKHRA PUBLIC SCHOOL,"24071204052",DANILIMDA PUBLIC SCHOOL,548,0,0,0,0,0,0,0
"2407120044",KUBERNAGAR GUJ-4,"2407",AHMEDABAD,"240712",AMC,"2407120044",KUBERNAGAR GUJ-4,"24071202701",CHHARA GUJ SHALA 1,303,60,31,23,6,28,26,6
"2407120045",KUMARI HINA VORA PRI. SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120045",KUMARI HINA VORA PRI. SCHOOL,"24071204342",VATAVA GUJ SCHOOL-4,693,60,21,23,16,21,16,23
"2407120046",MANINAGAR-6,"2407",AHMEDABAD,"240712",AMC,"2407120046",MANINAGAR-6,"24071203708",MILLATNAGAR - 2,613,60,8,23,29,3,20,37
"2407120047",MILLATNAGAR URDU-1,"2407",AHMEDABAD,"240712",AMC,"2407120047",MILLATNAGAR URDU-1,"24071204016",CHANDOLA URDU SCH 2,680,0,0,0,0,0,0,0
"2407120048",NARANPURA SCHOOL NO-1,"2407",AHMEDABAD,"240712",AMC,"2407120048",NARANPURA SCHOOL NO-1,"24071201201",NARANPURA - 1,207,60,16,29,15,16,25,19
"2407120049",NARODA GUJ-1,"2407",AHMEDABAD,"240712",AMC,"2407120049",NARODA GUJ-1,"24071202705",MUTHIYA GUJ 1,393,60,15,20,25,10,21,29
"2407120050",NARODA ROAD-1,"2407",AHMEDABAD,"240712",AMC,"2407120050",NARODA ROAD-1,"24071202002",ASARWA - 9,217,60,5,26,29,5,26,29
"2407120051",NAVA VADAJ HINDI-1,"2407",AHMEDABAD,"240712",AMC,"2407120051",NAVA VADAJ HINDI-1,"24070506140",CHANKYA PRIMARY SCHOOL (HINDI MEDIUM),467,0,0,0,0,0,0,0
"2407120052",NAVA VADAJ SCHOOL NO-1,"2407",AHMEDABAD,"240712",AMC,"2407120052",NAVA VADAJ SCHOOL NO-1,"24071201307",NAVA VADAJ - 9,373,60,17,39,4,12,39,9
"2407120053",NAVA VANZAR PRI.SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120053",NAVA VANZAR PRI.SCHOOL,"24070605602",NAVA VANZAR  PRI.SCHOOL,548,60,3,24,33,3,21,36
"2407120054",NIKOL PRI.SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120054",NIKOL PRI.SCHOOL,"24070605805",KATHAWADA -2  PRI.SCHOOL,733,60,19,29,12,17,30,13
"2407120055",NOBAL NAGAR GUJ-3,"2407",AHMEDABAD,"240712",AMC,"2407120055",NOBAL NAGAR GUJ-3,"24071202728",NOBAL NAGAR GUJ 4,562,60,17,22,21,13,26,21
"2407120056",NOBALNAGAR HINDI SCHOOL-2,"2407",AHMEDABAD,"240712",AMC,"2407120056",NOBALNAGAR HINDI SCHOOL-2,"24071202304",KUBERNAGAR AMB  H - 2,514,0,0,0,0,0,0,0
"2407120057",ODHAV GUJ. SCHOOL-3,"2407",AHMEDABAD,"240712",AMC,"2407120057",ODHAV GUJ. SCHOOL-3,"24070605806",KATHAWADA MAIZE   PRI.SCHOOL,558,60,23,19,18,20,17,23
"2407120058",RAIKHAD-4,"2407",AHMEDABAD,"240712",AMC,"2407120058",RAIKHAD-4,"24071200506",RAIKHAD-8,106,55,25,22,8,23,22,10
"2407120059",RAJPUR-3,"2407",AHMEDABAD,"240712",AMC,"2407120059",RAJPUR-3,"24071203103",RAJPUR-11,246,60,17,32,11,10,26,24
"2407120060",RAJPUR-8,"2407",AHMEDABAD,"240712",AMC,"2407120060",RAJPUR-8,"24071203106",RAJPUR - 18,692,60,13,26,21,10,23,27
"2407120061",RAJPUR U-3,"2407",AHMEDABAD,"240712",AMC,"2407120061",RAJPUR U-3,"24071202915",BAPUNAGAR URDU - 2,1297,0,0,0,0,0,0,0
"2407120062",RAJPUR U-7,"2407",AHMEDABAD,"240712",AMC,"2407120062",RAJPUR U-7,"24071203018",GOMTIPUR U - 2,543,0,0,0,0,0,0,0
"2407120063",RAKHIYAL ENGLISH-1,"2407",AHMEDABAD,"240712",AMC,"2407120063",RAKHIYAL ENGLISH-1,"24071202656",SARDAR VALLABHBHAI PATEL ENGLISH,487,0,0,0,0,0,0,0
"2407120064",RAMOL PRIMARY SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120064",RAMOL PRIMARY SCHOOL,"24070609304",RAMOL PRIMARY SCHOOL,467,60,16,30,14,8,35,17
"2407120065",RANIP PAGAR KENDRA SCHOOL,"2407",AHMEDABAD,"240712",AMC,"2407120065",RANIP PAGAR KENDRA SCHOOL,"24070501020",RANIP PAGAR KENDRA SCHOOL,410,60,12,36,12,12,36,12
"2407120066",RANIP PRI. SCHOOL-3,"2407",AHMEDABAD,"240712",AMC,"2407120066",RANIP PRI. SCHOOL-3,"24070501030",RANIP PRI. SCHOOL - 4,209,60,17,35,8,15,34,11
"2407120067",RANIPUR-2,"2407",AHMEDABAD,"240712",AMC,"2407120067",RANIPUR-2,"24071204302",SHAHVADI-2,463,60,26,18,16,17,31,12
"2407120068",SABARMATI PUBLIC SCHOOL ,"2407",AHMEDABAD,"240712",AMC,"2407120068",SABARMATI PUBLIC SCHOOL ,"24071201455",THALTEJ PUBLIC SCHOOL,320,0,0,0,0,0,0,0
"2407120069",SABARMATI SCHOOL NO-2 ,"2407",AHMEDABAD,"240712",AMC,"2407120069",SABARMATI SCHOOL NO-2 ,"24071201404",SABARMATI - 5,176,58,10,23,25,10,24,24
"2407120070",SABARMATI SCHOOL NO-7 ,"2407",AHMEDABAD,"240712",AMC,"2407120070",SABARMATI SCHOOL NO-7 ,"24071201407",SABARMATI - 8,329,60,8,23,29,5,35,20
"2407120071",SAIJPUR GUJ SHALA NO-5 ,"2407",AHMEDABAD,"240712",AMC,"2407120071",SAIJPUR GUJ SHALA NO-5 ,"24071202524",SAIJPUR GUJ SHALA NO 6,329,56,27,24,5,28,23,5
"2407120072",SAIJPUR PO. H.Q.GUJ SHALA-2 ,"2407",AHMEDABAD,"240712",AMC,"2407120072",SAIJPUR PO. H.Q.GUJ SHALA-2 ,"24071202602",THAKKARBAPA GUJ SHALA - 2,613,60,11,26,23,12,24,24
"2407120073",SANKLITNAGAR PRIMARY SCHOOL-2 ,"2407",AHMEDABAD,"240712",AMC,"2407120073",SANKLITNAGAR PRIMARY SCHOOL-2 ,"24070500302",GYASPUR BHATHA PRIMARY SCHOOL,719,59,18,24,17,17,28,14
"2407120074",SARASPUR-13 ,"2407",AHMEDABAD,"240712",AMC,"2407120074",SARASPUR-13 ,"24071202204",SARASPUR -11,349,60,15,41,4,15,31,14
"2407120075",SARASPUR-3 ,"2407",AHMEDABAD,"240712",AMC,"2407120075",SARASPUR-3 ,"24071202104",SARASPUR - 4,460,60,5,19,36,5,16,39
"2407120076",SARKHEJ BRANCH SCHOOL-1 ,"2407",AHMEDABAD,"240712",AMC,"2407120076",SARKHEJ BRANCH SCHOOL-1 ,"24070501203",SARKHEJ BRANCH SCHOOL - 2,369,60,28,24,8,22,29,9
"2407120078",SHAHPUR-11 ,"2407",AHMEDABAD,"240712",AMC,"2407120078",SHAHPUR-11 ,"24071200413",SHAHPUR-15,161,60,16,20,24,5,32,23
"2407120077",SHAHPUR SCHOOL NO-1 ,"2407",AHMEDABAD,"240712",AMC,"2407120077",SHAHPUR SCHOOL NO-1 ,"24071200405",SHAHPUR-6,456,60,12,27,21,9,27,24
"2407120079",SOLA PRI.SCHOOL ,"2407",AHMEDABAD,"240712",AMC,"2407120079",SOLA PRI.SCHOOL ,"24070609503",SOLA PRI.SCHOOL,534,60,10,19,31,7,21,32
"2407120080",THAKKAR HI SCHOOL-1 ,"2407",AHMEDABAD,"240712",AMC,"2407120080",THAKKAR HI SCHOOL-1 ,"24071203404",THAKKARNAGAR  HINDI  SCHOOL - 2,624,0,0,0,0,0,0,0
"2407120081",THALTEJ SCHOOL NO-1 ,"2407",AHMEDABAD,"240712",AMC,"2407120081",THALTEJ SCHOOL NO-1 ,"24070609614",THALTEJ SCHOOL NO-1,416,60,13,29,18,8,35,17
"2407120082",VASANA-1 ,"2407",AHMEDABAD,"240712",AMC,"2407120082",VASANA-1 ,"24071200833",VASANA SCHOOL NO. 8,666,60,19,37,4,17,39,4
"2407120083",VASTRAPUR PRIMARY SCHOOL ,"2407",AHMEDABAD,"240712",AMC,"2407120083",VASTRAPUR PRIMARY SCHOOL ,"24070501517",VASTRAPUR PRIMARY SCHOOL,301,60,16,30,14,6,40,14
"2407120085",VATAVA-1 ,"2407",AHMEDABAD,"240712",AMC,"2407120085",VATAVA-1 ,"24071204278",SHAHWADI HINDI SCHOOL NO 1,789,0,0,0,0,0,0,0
"2407120084",VATAVA H-1 ,"2407",AHMEDABAD,"240712",AMC,"2407120084",VATAVA H-1 ,"24071204260",RAMOL HATHIJAN HINDI PUBLIC SCHOOL,974,0,0,0,0,0,0,0
"2407120086",VEJALPUR PRIMARY SCHOOL-2 ,"2407",AHMEDABAD,"240712",AMC,"2407120086",VEJALPUR PRIMARY SCHOOL-2 ,"24070500507",MAKARBA PRIMARY SCHOOL,503,60,9,31,20,3,34,23
"2407120087",VINZOL-2 ,"2407",AHMEDABAD,"240712",AMC,"2407120087",VINZOL-2 ,"24071204204",HATHIJAN GUJARATI S.N.2,560,60,11,18,31,9,18,33
"2407100001",ADRODA,"2407",AHMEDABAD,"240710",BAVLA,"2407100001",ADRODA,"24071004001",NANODARA PRIMARY SCHOOL,309,54,7,18,29,8,23,23
"2407100002",BAGODARA,"2407",AHMEDABAD,"240710",BAVLA,"2407100002",BAGODARA,"24071000301",BAGODARA PRIMARY SCHOOL,457,60,8,29,23,3,24,33
"2407100003",BALDANA,"2407",AHMEDABAD,"240710",BAVLA,"2407100003",BALDANA,"24071000401",BALADANA PRIMARY SCHOOL,383,47,8,12,27,8,16,23
"2407100004",BHAYLA,"2407",AHMEDABAD,"240710",BAVLA,"2407100004",BHAYLA,"24071001801",JIVAN SHALA GANGAD,299,60,16,25,19,17,20,23
"2407100005",CHIYADA,"2407",AHMEDABAD,"240710",BAVLA,"2407100005",CHIYADA,"24071001001",CHIYADA PRIMARY SCHOOL,251,53,15,17,21,16,14,23
"2407100006",NAGAR,"2407",AHMEDABAD,"240710",BAVLA,"2407100006",NAGAR,"24071000605",NAGAR  PRIMARY SCHOOL,395,60,2,36,22,6,27,27
"2407100007",RAMNAGAR,"2407",AHMEDABAD,"240710",BAVLA,"2407100007",RAMNAGAR,"24071001501",DHEDHAL PRIMARY SCHOOL,338,55,7,37,11,8,40,7
"2407100008",SHIYAL 1,"2407",AHMEDABAD,"240710",BAVLA,"2407100008",SHIYAL 1,"24071001701",DURAGI PRIMARY SCHOOL,955,60,20,23,17,15,33,12
"2407060001",ANASAN,"2407",AHMEDABAD,"240706",DASCROI,"2407060001",ANASAN,"24070606401",PARDHOL  PRI.SCHOOL,404,51,16,18,17,20,16,15
"2407060003",BAKROL BUJARG,"2407",AHMEDABAD,"240706",DASCROI,"2407060003",BAKROL BUJARG,"24070600601",BAKROL BUJARG PRIMARY SCHOOL,441,60,15,17,28,10,27,23
"2407060004",BAREJA,"2407",AHMEDABAD,"240706",DASCROI,"2407060004",BAREJA,"24070600802",BAREJA KANYA PRIMARY SCHOOL,264,43,13,18,12,11,23,9
"2407060005",BIBIPURA,"2407",AHMEDABAD,"240706",DASCROI,"2407060005",BIBIPURA,"24070607206",VANCH-2  PRI.SCHOOL,335,55,9,29,17,7,31,17
"2407060007",CHAVLAJ,"2407",AHMEDABAD,"240706",DASCROI,"2407060007",CHAVLAJ,"24070606505",RANODARA  PRI.SCHOOL,138,50,6,15,29,7,15,28
"2407060009",CHUNTHAJINI MUVADI,"2407",AHMEDABAD,"240706",DASCROI,"2407060009",CHUNTHAJINI MUVADI,"24070604102",KANIYEL  PRI.SCHOOL,237,45,3,16,26,2,20,23
"2407060024",Dhamatvan,"2407",AHMEDABAD,"240706",DASCROI,"2407060024",Dhamatvan,"24070602401",DHAMATVAN  PRI.SCHOOL,474,60,14,24,22,15,20,25
"2407060011",GAMDI,"2407",AHMEDABAD,"240706",DASCROI,"2407060011",GAMDI,"24070600201",ASLALI  PRIMARY SCHOOL,421,60,8,37,15,11,40,9
"2407060012",HIRAPUR,"2407",AHMEDABAD,"240706",DASCROI,"2407060012",HIRAPUR,"24070603401",HIRAPUR  PRI.SCHOOL,386,60,19,28,13,19,29,12
"2407060013",KANBHA,"2407",AHMEDABAD,"240706",DASCROI,"2407060013",KANBHA,"24070607601",ZANU  PRI.SCHOOL,352,41,10,21,10,10,18,13
"2407060014",KHODIYAR,"2407",AHMEDABAD,"240706",DASCROI,"2407060014",KHODIYAR,"24070604801",LAPKAMAN  PRI.SCHOOL,258,56,21,30,5,26,23,7
"2407060015",KUHA,"2407",AHMEDABAD,"240706",DASCROI,"2407060015",KUHA,"24070604508",KUHA  PRI.SCHOOL,274,57,14,27,16,25,5,27
"2407060017",NANDEJ,"2407",AHMEDABAD,"240706",DASCROI,"2407060017",NANDEJ,"24070608601",NANDEJ PRI.SCH.-2,523,54,7,18,29,4,25,25
"2407060018",ODE,"2407",AHMEDABAD,"240706",DASCROI,"2407060018",ODE,"24070605301",MIROLI  PRI.SCHOOL,337,58,30,10,18,28,10,20
"2407060021",SINGRAVA,"2407",AHMEDABAD,"240706",DASCROI,"2407060021",SINGRAVA,"24070608501",SINGARAVA PRI.SCHOOL,580,60,8,23,29,8,23,29
"2407060025",VISALPUR,"2407",AHMEDABAD,"240706",DASCROI,"2407060025",VISALPUR,"24070601101",BHAT PRIMARY SCHOOL,360,59,5,23,31,4,25,30
"2407020001",BHOYANI,"2407",AHMEDABAD,"240702",DETROJ-RAMPURA,"2407020001",BHOYANI,"24070204001",KUKVAV  PRIMARY SCHOOL,191,53,1,19,33,5,15,33
"2407020002",CHHANIYAR,"2407",AHMEDABAD,"240702",DETROJ-RAMPURA,"2407020002",CHHANIYAR,"24070201101",BHANKODA  PRIMARY SCHOOL,188,50,5,24,21,6,16,28
"2407020003",DEKAWADA,"2407",AHMEDABAD,"240702",DETROJ-RAMPURA,"2407020003",DEKAWADA,"24070202003",DEKAVADA PE CENTRE PRIMARY SCH,230,51,5,21,25,6,25,20
"2407020004",DETROJ,"2407",AHMEDABAD,"240702",DETROJ-RAMPURA,"2407020004",DETROJ,"24070201902",DETROJ PRIMARY SCHOOL,403,59,7,21,31,10,19,30
"2407020005",KATOSAN ROAD,"2407",AHMEDABAD,"240702",DETROJ-RAMPURA,"2407020005",KATOSAN ROAD,"24070206301",SUVALA  PRI. SCHOOL,186,60,25,24,11,30,15,15
"2407020006",RAMPURA,"2407",AHMEDABAD,"240702",DETROJ-RAMPURA,"2407020006",RAMPURA,"24070203901",KANZ  PRI. SCHOOL,219,53,9,28,16,10,22,21
"2407020007",RUDATAL,"2407",AHMEDABAD,"240702",DETROJ-RAMPURA,"2407020007",RUDATAL,"24070202701",GUNJALA  PRIMARY SCHOOL,369,60,8,27,25,5,24,31
"2407110001",ADVAL,"2407",AHMEDABAD,"240711",DHANDHUKA,"2407110001",ADVAL,"24071100601",BAJARDA PRIMARY SCHOOL,293,50,15,16,19,14,15,21
"2407110002",FEDRA,"2407",AHMEDABAD,"240711",DHANDHUKA,"2407110002",FEDRA,"24071101901",FEDRA PRIMARY SCHOOL,183,52,9,21,22,7,15,30
"2407110003",KOTDA,"2407",AHMEDABAD,"240711",DHANDHUKA,"2407110003",KOTDA,"24071103701",KOTDA PRIMARY SCHOOL,302,60,13,25,22,8,23,29
"2407110004",PAY CENTER KUMAR SHALA - 3,"2407",AHMEDABAD,"240711",DHANDHUKA,"2407110004",PAY CENTER KUMAR SHALA - 3,"24071101608",PUNITNAGAR  PRIMARY SCHOOL,220,58,14,22,22,9,24,25
"2407110005",RANGPUR,"2407",AHMEDABAD,"240711",DHANDHUKA,"2407110005",RANGPUR,"24071102001",GALSANA PRIMARY SCHOOL,239,52,5,25,22,4,34,14
"2407110006",TAGADI,"2407",AHMEDABAD,"240711",DHANDHUKA,"2407110006",TAGADI,"24071100201",AKARU PRIMARY SCHOOL,136,53,10,25,18,9,26,18
"2407130001",BHADIYAD,"2407",AHMEDABAD,"240713",DHOLERA,"2407130001",BHADIYAD,"24071300502",BHADIYAD KUMAR PRIMARY SCHOOL,139,52,34,12,6,36,16,0
"2407130002",DHOLERA,"2407",AHMEDABAD,"240713",DHOLERA,"2407130002",DHOLERA,"24071301701",KANYA SHALA DHOLERA,210,55,14,26,15,4,32,19
"2407130003",HEBATPUR,"2407",AHMEDABAD,"240713",DHOLERA,"2407130003",HEBATPUR,"24071302801",SODHI PRIMARY SCHOOL,226,60,24,30,6,14,39,7
"2407130004",PIPLI,"2407",AHMEDABAD,"240713",DHOLERA,"2407130004",PIPLI,"24071303001",KAMATALAV PRIMARY SCHOOL,142,52,24,26,2,12,33,7
"2407130005",SANDHIDA,"2407",AHMEDABAD,"240713",DHOLERA,"2407130005",SANDHIDA,"24071304001",MINGALPUR PRIMARY SCHOOL,249,60,18,38,4,10,41,9
"2407070001",ANDHARI,"2407",AHMEDABAD,"240707",DHOLKA,"2407070001",ANDHARI,"24070706702",SEVA VISTRAN ADARSH SCHOOL SAHIJ,222,52,23,28,1,22,30,0
"2407070002",CHALODA,"2407",AHMEDABAD,"240707",DHOLKA,"2407070002",CHALODA,"24070700702",BADARKHA PRIMARY SCHOOL,368,47,7,15,25,4,20,23
"2407070003",GUNDI,"2407",AHMEDABAD,"240707",DHOLKA,"2407070003",GUNDI,"24070702501",GUNDI PRIMARY SCHOOL,149,54,15,24,15,12,32,10
"2407070004",KAUKA,"2407",AHMEDABAD,"240707",DHOLKA,"2407070004",KAUKA,"24070703401",KAUKA PRIMARY SCHOOL,271,60,3,14,43,1,9,50
"2407070005",KOTH,"2407",AHMEDABAD,"240707",DHOLKA,"2407070005",KOTH,"24070704104",KOTH KUMAR SHALA,297,54,12,29,13,10,26,18
"2407070006",KUMAR 3,"2407",AHMEDABAD,"240707",DHOLKA,"2407070006",KUMAR 3,"24070702114",KUMAR SHALA NO-3,287,60,22,28,10,16,35,9
"2407070007",KUMAR 4,"2407",AHMEDABAD,"240707",DHOLKA,"2407070007",KUMAR 4,"24070701101",BHETAWADA PRIMARY SCHOOL,247,59,13,31,15,11,29,19
"2407070008",KUMAR 5,"2407",AHMEDABAD,"240707",DHOLKA,"2407070008",KUMAR 5,"24070702109",KANYA SHALA NO-1,613,60,15,27,18,14,19,27
"2407070009",MASTARPURA,"2407",AHMEDABAD,"240707",DHOLKA,"2407070009",MASTARPURA,"24070705603",SATHAL PRIMARY SCHOOL,219,54,10,20,24,9,14,31
"2407070010",MUKHYA KUMAR,"2407",AHMEDABAD,"240707",DHOLKA,"2407070010",MUKHYA KUMAR,"24070702110",KANYA SHALA NO-2,252,60,25,28,7,38,22,0
